;JOB_NUM		SUBMIT_TIME		WAIT_TIME		RUN_TIME
130		210		28		29037		
131		212		18		31031		
132		213		7		6011		
133		214		48		8015		
134		216		4		11011		
135		219		37		13015		
136		220		16		15019		
137		222		7		17023		
138		223		34		22023		
139		224		20		24027		
140		226		25		26031		
141		227		29		28035		
142		230		22		4007		
143		232		33		6011		
144		233		30		8015		
145		234		4		10009		
146		236		20		15019		
147		237		21		17023		
148		238		19		190027		
149		242		9		22023		
150		243		16		25029		
151		244		41		27033		
152		246		50		2003		
153		247		47		4007		
154		248		24		9017		
155		250		19		11011		
156		253		46		13015		
157		254		47		15019		
158		256		2		18025		
159		257		22		20019		
160		258		6		22023		
161		260		30		24027		
162		261		39		2003		
163		264		15		4007		
164		266		29		6011		
165		267		42		80015		
166		268		1		12013		
167		270		44		14017		
168		271		1		16021		
169		272		35		180025		
170		276		15		24027		
171		277		25		26031		
172		278		15		1001		
173		280		38		3005		
174		281		7		6011		
175		282		44		8015		
176		284		42		10009		
177		287		28		12013		
178		288		16		17023		
179		290		10		19027		
180		291		37		21021		
181		292		33		23025		
182		294		2		6011		
183		295		38		8015		
184		298		29		10009		
185		300		26		12013		
186		301		8		17023		
187		302		25		19027		
188		304		22		21021		
189		305		9		23025		
190		306		46		260031		
191		310		30		29037		
192		311		38		4007		
193		312		36		6011		
194		314		44		11011		
195		315		19		13015		
196		316		29		15019		
197		318		44		17023		
198		321		12		20019		
199		322		29		22023		
200		324		30		24027		
201		325		27		26031		
202		326		5		4007		
203		328		44		6011		
204		329		14		8015		
205		332		14		10009		
206		334		39		130015		
207		335		7		16021		
208		336		41		18025		
209		338		5		20019		
210		339		19		25029		
211		340		29		270033		
212		344		39		3005		
213		345		20		5009		
214		346		18		8015		
215		348		18		10009		
216		349		47		12013		
217		350		25		14017		
218		352		44		19027		
219		355		21		21021		
220		356		34		23025		
221		358		41		25029		
222		359		50		1001		
223		360		23		3005		
224		362		26		5009		
225		363		45		7013		
226		366		41		12013		
227		368		6		14017		
228		369		40		16021		
229		370		5		18025		
230		372		37		21021		
231		373		20		23025		
232		374		33		50009		
233		378		43		8015		
234		379		15		13015		
235		380		48		15019		
236		382		8		17023		
237		383		6		19027		
238		384		5		22023		
239		386		49		24027		
240		389		12		26031		
241		390		23		28035		
242		392		29		6011		
243		393		50		8015		
244		394		44		10009		
245		396		47		12013		
246		397		19		15019		
247		400		41		170023		
248		402		23		20019		
249		403		12		22023		
250		404		11		27033		
251		406		6		29037		
252		407		2		4007		
253		408		12		60011		
254		412		31		10009		
255		413		29		12013		
256		414		6		14017		
257		416		21		16021		
258		417		37		21021		
259		418		45		23025		
260		420		27		25029		
261		423		23		27033		
262		424		16		3005		
263		426		9		5009		
264		427		17		7013		
265		428		33		9017		
266		430		9		14017		
267		431		25		16021		
268		434		38		18025		
269		436		13		20019		
270		437		25		23025		
271		438		1		25029		
272		440		37		7013		
273		441		3		9017		
274		442		50		140017		
275		446		30		17023		
276		447		1		19027		
277		448		19		21021		
278		450		22		24027		
279		451		24		26031		
280		452		32		28035		
281		454		32		30029		
282		457		31		1001		
283		458		34		3005		
284		460		45		5009		
285		461		11		7013		
286		462		14		10009		
287		464		50		12013		
288		465		32		140017		
289		468		50		17023		
290		470		47		22023		
291		471		10		24027		
292		472		24		6011		
293		474		14		8015		
294		475		19		11011		
295		476		41		130015		
296		480		46		16021		
297		481		27		18025		
298		482		17		23025		
299		484		35		25029		
300		485		41		27033		
301		486		41		29037		
302		488		35		5009		
303		491		27		7013		
304		492		43		9017		
305		494		37		11011		
306		495		8		16021		
307		496		46		18025		
308		498		7		20019		
309		499		30		22023		
310		502		19		25029		
311		504		38		27033		
312		505		13		2003		
313		506		49		4007		
314		508		23		9017		
315		509		10		11011		
316		510		10		130015		
317		514		37		16021		
318		515		11		19027		
319		516		43		21021		
320		518		38		23025		
321		519		7		25029		
322		520		2		3005		
323		522		14		5009		
324		525		23		7013		
325		526		22		9017		
326		528		6		12013		
327		529		20		14017		
328		530		50		16021		
329		532		22		180025		
330		533		5		24027		
331		536		40		26031		
332		538		12		1001		
333		539		41		3005		
334		540		18		6011		
335		542		6		8015		
336		543		29		10009		
337		544		28		120013		
338		548		1		18025		
339		549		35		20019		
340		550		9		22023		
341		552		21		24027		
342		553		25		7013		
343		554		23		9017		
344		556		20		11011		
345		559		47		13015		
346		560		32		18025		
347		562		31		20019		
348		563		35		22023		
349		564		43		24027		
350		566		23		27033		
351		567		23		29037		
352		570		1		4007		
353		572		26		6011		
354		573		36		11011		
355		574		23		13015		
356		576		50		15019		
357		577		41		17023		
358		578		43		200019		
359		582		49		23025		
360		583		14		25029		
361		584		49		27033		
362		586		41		5009		
363		587		25		7013		
364		588		41		9017		
365		590		10		11011		
366		593		32		14017		
367		594		20		16021		
368		596		37		18025		
369		597		33		20019		
370		598		6		250029		
371		600		45		28035		
372		601		5		3005		
373		604		30		5009		
374		606		20		8015		
375		607		24		10009		
376		608		27		12013		
377		610		1		14017		
378		611		6		19027		
379		612		11		210021		
380		616		43		24027		
381		617		30		26031		
382		618		35		2003		
383		620		44		4007		
384		621		6		6011		
385		622		22		8015		
386		624		18		13015		
387		627		5		15019		
388		628		14		17023		
389		630		12		19027		
390		631		5		22023		
391		632		27		24027		
392		634		10		6011		
393		635		45		8015		
394		638		3		13015		
395		640		3		15019		
396		641		7		17023		
397		642		35		19027		
398		644		22		22023		
399		645		43		24027		
400		646		19		260031		
401		650		29		29037		
402		651		40		7013		
403		652		23		9017		
404		654		9		11011		
405		655		9		13015		
406		656		49		16021		
407		658		37		18025		
408		661		9		20019		
409		662		4		22023		
410		664		49		27033		
411		665		4		290037		
412		666		34		5009		
413		668		34		7013		
414		669		49		10009		
415		672		41		12013		
416		674		5		14017		
417		675		18		16021		
418		676		47		21021		
419		678		19		23025		
420		679		30		25029		
421		680		1		270033		
422		684		47		4007		
423		685		39		6011		
424		686		48		8015		
425		688		50		10009		
426		689		41		15019		
427		690		4		17023		
428		692		34		19027		
429		695		14		21021		
430		696		48		24027		
431		698		4		26031		
432		699		43		1001		
433		700		37		3005		
434		702		26		8015		
435		703		3		10009		
436		706		47		12013		
437		708		26		14017		
438		709		39		17023		
439		710		8		19027		
440		712		30		21021		
441		713		37		23025		
442		714		11		10001		
443		718		15		4007		
444		719		22		6011		
445		720		11		8015		
446		722		5		11011		
447		723		29		13015		
448		724		28		15019		
449		726		1		17023		
450		729		49		22023		
451		730		7		24027		
452		732		3		60011		
453		733		45		9017		
454		734		48		12013		
455		736		50		14017		
456		737		44		16021		
457		740		40		18025		
458		742		3		23025		
459		743		29		25029		
460		744		4		27033		
461		746		1		29037		
462		747		32		5009		
463		748		48		70013		
464		752		39		10009		
465		753		10		12013		
466		754		2		17023		
467		756		36		19027		
468		757		35		21021		
469		758		40		23025		
470		760		43		26031		
471		763		16		28035		
472		764		28		3005		
473		766		5		5009		
474		767		30		10009		
475		768		50		12013		
476		770		15		14017		
477		771		36		16021		
478		774		30		19027		
479		776		44		21021		
480		777		36		23025		
481		778		28		25029		
482		780		1		3005		
483		781		39		5009		
484		782		22		70013		
485		786		50		10009		
486		787		40		13015		
487		788		18		15019		
488		790		39		17023		
489		791		43		19027		
490		792		46		24027		
491		794		44		26031		
492		797		45		1001		
493		798		30		30005		
494		800		41		7013		
495		801		33		9017		
496		802		41		11011		
497		804		42		13015		
498		805		20		18025		
499		808		27		20019		
500		810		33		22023		
501		811		12		24027		
502		812		43		7013		
503		814		11		9017		
504		815		18		11011		
505		816		24		130015		
506		820		12		19027		
507		821		32		21021		
508		822		10		23025		
509		824		41		25029		
510		825		26		28035		
511		826		47		30029		
512		828		18		5009		
513		831		28		7013		
514		832		35		12013		
515		834		41		14017		
516		835		27		16021		
517		836		25		18025		
518		838		8		21021		
519		839		15		23025		
520		842		19		25029		
521		844		6		27033		
522		845		9		5009		
523		846		13		7013		
524		848		37		9017		
525		849		1		11011		
526		850		47		140017		
527		854		27		17023		
528		855		45		19027		
529		856		17		21021		
530		858		3		26031		
531		859		29		28035		
532		860		30		3005		
533		862		47		5009		
534		865		41		80015		
535		866		48		11011		
536		868		21		13015		
537		869		2		15019		
538		870		31		20019		
539		872		32		22023		
540		873		44		24027		
541		876		8		26031		
542		878		28		2003		
543		879		13		4007		
544		880		37		6011		
545		882		15		8015		
546		883		6		13015		
547		884		13		150019		
548		888		41		18025		
549		889		13		20019		
550		890		30		23025		
551		892		11		25029		
552		893		20		7013		
553		894		40		9017		
554		896		25		14017		
555		899		6		16021		
556		900		42		18025		
557		902		21		20019		
558		903		34		23025		
559		904		38		25029		
560		906		39		27033		
561		907		39		29037		
562		910		17		7013		
563		912		21		9017		
564		913		35		11011		
565		914		7		13015		
566		916		18		16021		
567		917		7		18025		
568		918		11		200019		
569		922		50		23025		
570		923		38		28035		
571		924		6		30029		
572		926		10		5009		
573		927		18		7013		
574		928		19		10009		
575		930		46		120013		
576		933		34		15019		
577		934		24		17023		
578		936		9		22023		
579		937		24		24027		
580		938		38		26031		
581		940		40		28035		
582		941		34		4007		
583		944		8		6011		
584		946		29		8015		
585		947		8		10009		
586		948		15		15019		
587		950		22		17023		
588		951		30		19027		
589		952		1		210021		
590		956		10		25029		
591		957		19		27033		
592		958		39		2003		
593		960		26		4007		
594		961		39		9017		
595		962		25		11011		
596		964		34		13015		
597		967		8		15019		
598		968		32		18025		
599		970		44		20019		
600		971		9		22023		
601		972		21		24027		
602		974		50		2003		
603		975		18		4007		
604		978		40		6011		
605		980		20		8015		
606		981		14		11011		
607		982		23		13015		
608		984		45		15019		
609		985		24		17023		
610		986		48		220023		
611		990		32		25029		
612		991		13		7013		
613		992		33		9017		
614		994		41		12013		
615		995		43		14017		
616		996		42		160021		
617		998		8		19027		
618		1001		16		24027		
619		1002		22		26031		
620		1004		8		28035		
621		1005		25		30029		
622		1006		42		6011		
623		1008		48		8015		
624		1009		2		10009		
625		1012		32		12013		
626		1014		22		17023		
627		1015		38		19027		
628		1016		41		21021		
629		1018		5		23025		
630		1019		31		26031		
631		1020		49		280035		
632		1024		26		4007		
633		1025		32		6011		
634		1026		17		11011		
635		1028		17		13015		
636		1029		3		15019		
637		1030		32		17023		
638		1032		40		20019		
639		1035		47		22023		
640		1036		5		24027		
641		1038		39		26031		
642		1039		31		4007		
643		1040		19		6011		
644		1042		22		8015		
645		1043		21		10009		
646		1046		13		13015		
647		1048		13		15019		
648		1049		30		17023		
649		1050		28		19027		
650		1052		36		24027		
651		1053		37		26031		
652		1054		5		10001		
653		1058		27		4007		
654		1059		34		7013		
655		1060		8		9017		
656		1062		10		11011		
657		1063		8		130015		
658		1064		45		19027		
659		1066		50		21021		
660		1069		12		23025		
661		1070		28		25029		
662		1072		1		1001		
663		1073		37		3005		
664		1074		11		5009		
665		1076		19		7013		
666		1077		6		12013		
667		1080		14		14017		
668		1082		50		16021		
669		1083		45		18025		
670		1084		12		21021		
671		1086		6		23025		
672		1087		35		5009		
673		1088		42		70013		
674		1092		26		13015		
675		1093		6		15019		
676		1094		15		17023		
677		1096		40		19027		
678		1097		19		22023		
679		1098		44		24027		
680		1100		19		26031		
681		1103		6		28035		
682		1104		33		6011		
683		1106		23		8015		
684		1107		33		10009		
685		1108		18		12013		
686		1110		31		15019		
687		1111		44		17023		
688		1114		25		19027		
689		1116		27		21021		
690		1117		44		26031		
691		1118		37		28035		
692		1120		4		3005		
693		1121		44		5009		
694		1122		25		80015		
695		1126		15		11011		
696		1127		14		13015		
697		1128		30		15019		
698		1130		28		200019		
699		1131		13		23025		
700		1132		26		25029		
701		1134		39		27033		
702		1137		20		3005		
703		1138		11		5009		
704		1140		33		7013		
705		1141		45		9017		
706		1142		18		14017		
707		1144		47		16021		
708		1145		36		18025		
709		1148		38		20019		
710		1150		42		23025		
711		1151		4		25029		
712		1152		44		7013		
713		1154		24		9017		
714		1155		29		14017		
715		1156		26		160021		
716		1160		42		19027		
717		1161		11		21021		
718		1162		19		24027		
719		1164		18		26031		
720		1165		37		28035		
721		1166		14		30029		
722		1168		6		1001		
723		1171		41		3005		
724		1172		9		5009		
725		1174		31		7013		
726		1175		5		10009		
727		1176		22		12013		
728		1178		12		14017		
729		1179		34		16021		
730		1182		36		21021		
731		1184		40		23025		
732		1185		24		5009		
733		1186		5		7013		
734		1188		2		10009		
735		1189		6		12013		
736		1190		1		140017		
737		1194		19		17023		
738		1195		4		22023		
739		1196		36		240027		
740		1198		7		27033		
741		1199		46		29037		
742		1200		40		5009		
743		1202		50		7013		
744		1205		21		9017		
745		1206		18		11011		
746		1208		27		16021		
747		1209		14		18025		
748		1210		28		20019		
749		1212		47		22023		
750		1213		32		25029		
751		1216		16		27033		
752		1218		11		2003		
753		1219		37		4007		
754		1220		6		9017		
755		1222		21		11011		
756		1223		19		13015		
757		1224		12		150019		
758		1228		43		19027		
759		1229		33		21021		
760		1230		47		23025		
761		1232		30		25029		
762		1233		22		3005		
763		1234		21		5009		
764		1236		35		7013		
765		1239		23		9017		
766		1240		28		12013		
767		1242		35		14017		
768		1243		41		16021		
769		1244		34		18025		
770		1246		23		23025		
771		1247		49		25029		
772		1250		31		7013		
773		1252		14		9017		
774		1253		48		12013		
775		1254		1		14017		
776		1256		31		16021		
777		1257		24		18025		
778		1258		15		230025		
779		1262		10		26031		
780		1263		23		280035		
781		1264		48		31031		
782		1266		25		7013		
783		1267		33		9017		
784		1268		36		11011		
785		1270		33		13015		
786		1273		5		18025		
787		1274		5		20019		
788		1276		44		22023		
789		1277		49		24027		
790		1278		37		27033		
791		1280		41		29037		
792		1281		29		4007		
793		1284		10		6011		
794		1286		13		11011		
795		1287		13		13015		
796		1288		34		15019		
797		1290		42		17023		
798		1291		49		20019		
799		1292		24		220023		
800		1296		25		25029		
801		1297		23		27033		
802		1298		23		5009		
803		1300		5		7013		
804		1301		36		9017		
805		1302		22		11011		
806		1304		8		14017		
807		1307		16		16021		
808		1308		48		18025		
809		1310		22		20019		
810		1311		27		25029		
811		1312		20		27033		
812		1314		19		2003		
813		1315		2		4007		
814		1318		4		7013		
815		1320		4		9017		
816		1321		34		11011		
817		1322		8		13015		
818		1324		10		18025		
819		1325		29		20019		
820		1326		7		220023		
821		1330		48		250029		
822		1331		21		2003		
823		1332		35		4007		
824		1334		9		6011		
825		1335		35		8015		
826		1336		49		13015		
827		1338		42		15019		
828		1341		27		17023		
829		1342		49		19027		
830		1344		16		22023		
831		1345		3		24027		
832		1346		22		6011		
833		1348		40		8015		
834		1349		10		13015		
835		1352		7		15019		
836		1354		11		17023		
837		1355		17		19027		
838		1356		25		22023		
839		1358		10		24027		
840		1359		40		26031		
841		1360		1		280035		
842		1364		29		7013		
843		1365		10		9017		
844		1366		4		11011		
845		1368		32		13015		
846		1369		15		16021		
847		1370		39		18025		
848		1372		40		20019		
849		1375		27		22023		
850		1376		18		27033		
851		1378		48		29037		
852		1379		24		4007		
853		1380		38		6011		
854		1382		32		9017		
855		1383		33		11011		
856		1386		23		13015		
857		1388		32		15019		
858		1389		26		20019		
859		1390		1		22023		
860		1392		30		24027		
861		1393		41		26031		
862		1394		5		20003		
863		1398		1		5009		
864		1399		32		7013		
865		1400		14		9017		
866		1402		8		14017		
867		1403		45		16021		
868		1404		32		18025		
869		1406		32		20019		
870		1409		4		23025		
871		1410		21		25029		
872		1412		34		7013		
873		1413		33		9017		
874		1414		32		14017		
875		1416		38		16021		
876		1417		16		18025		
877		1420		47		20019		
878		1422		26		23025		
879		1423		5		25029		
880		1424		23		27033		
881		1426		43		29037		
882		1427		2		7013		
883		1428		48		90017		
884		1432		33		12013		
885		1433		35		14017		
886		1434		32		17023		
887		1436		7		19027		
888		1437		16		21021		
889		1438		8		23025		
890		1440		9		28035		
891		1443		46		30029		
892		1444		50		5009		
893		1446		13		7013		
894		1447		48		10009		
895		1448		34		12013		
896		1450		27		14017		
897		1451		5		16021		
898		1454		28		21021		
899		1456		10		23025		
900		1457		38		25029		
901		1458		33		27033		
902		1460		33		3005		
903		1461		22		50009		
904		1462		17		80015		
905		1466		14		11011		
906		1467		11		16021		
907		1468		33		18025		
908		1470		12		20019		
909		1471		36		22023		
910		1472		37		25029		
911		1474		36		27033		
912		1477		31		2003		
913		1478		41		4007		
914		1480		34		9017		
915		1481		15		11011		
916		1482		27		13015		
917		1484		17		15019		
918		1485		21		18025		
919		1488		43		20019		
920		1490		26		22023		
921		1491		29		24027		
922		1492		40		2003		
923		1494		26		4007		
924		1495		41		6011		
925		1496		37		80015		
926		1500		11		12013		
927		1501		19		14017		
928		1502		44		16021		
929		1504		38		18025		
930		1505		29		23025		
931		1506		33		25029		
932		1508		22		7013		
933		1511		11		9017		
934		1512		6		12013		
935		1514		39		14017		
936		1515		26		16021		
937		1516		16		18025		
938		1518		21		23025		
939		1519		38		25029		
940		1522		4		27033		
941		1524		9		29037		
942		1525		23		5009		
943		1526		34		7013		
944		1528		1		90017		
945		1529		8		12013		
946		1530		48		170023		
947		1534		28		20019		
948		1535		27		22023		
949		1536		20		24027		
950		1538		22		27033		
951		1539		2		29037		
952		1540		50		4007		
953		1542		11		6011		
954		1545		29		11011		
955		1546		40		13015		
956		1548		49		15019		
957		1549		39		17023		
958		1550		11		20019		
959		1552		44		22023		
960		1553		28		24027		
961		1556		41		26031		
962		1558		27		4007		
963		1559		50		6011		
964		1560		3		8015		
965		1562		32		10009		
966		1563		38		13015		
967		1564		28		150019		
968		1568		50		18025		
969		1569		8		20019		
970		1570		17		25029		
971		1572		3		27033		
972		1573		18		2003		
973		1574		42		4007		
974		1576		36		7013		
975		1579		19		9017		
976		1580		49		11011		
977		1582		35		13015		
978		1583		46		18025		
979		1584		27		20019		
980		1586		6		22023		
981		1587		17		24027		
982		1590		29		7013		
983		1592		5		9017		
984		1593		29		11011		
985		1594		9		130015		
986		1596		44		19027		
987		1597		29		21021		
988		1598		48		230025		
989		1602		6		26031		
990		1603		23		29037		
991		1604		25		31031		
992		1606		46		6011		
993		1607		1		8015		
994		1608		26		13015		
995		1610		48		15019		
996		1613		34		17023		
997		1614		13		19027		
998		1616		28		22023		
999		1617		33		24027		
1000		1618		22		26031		
1001		1620		44		28035		
1002		1621		35		6011		
1003		1624		40		8015		
1004		1626		35		10009		
1005		1627		22		12013		
1006		1628		10		15019		
1007		1630		36		17023		
1008		1631		8		19027		
1009		1632		5		210021		
1010		1636		12		27033		
1011		1637		13		29037		
1012		1638		23		4007		
1013		1640		42		6011		
1014		1641		17		9017		
1015		1642		3		11011		
1016		1644		1		13015		
1017		1647		13		15019		
1018		1648		33		20019		
1019		1650		50		22023		
1020		1651		18		24027		
1021		1652		5		26031		
1022		1654		24		2003		
1023		1655		16		4007		
1024		1658		7		6011		
1025		1660		2		8015		
1026		1661		15		130015		
1027		1662		41		16021		
1028		1664		14		18025		
1029		1665		42		20019		
1030		1666		23		230025		
1031		1670		38		26031		
1032		1671		38		1001		
1033		1672		10		3005		
1034		1674		29		8015		
1035		1675		22		10009		
1036		1676		31		12013		
1037		1678		38		14017		
1038		1681		7		17023		
1039		1682		41		19027		
1040		1684		42		21021		
1041		1685		21		23025		
1042		1686		3		1001		
1043		1688		16		3005		
1044		1689		12		5009		
1045		1692		20		7013		
1046		1694		18		10009		
1047		1695		12		12013		
1048		1696		34		14017		
1049		1698		2		16021		
1050		1699		13		21021		
1051		1700		1		230025		
1052		1704		7		6011		
1053		1705		39		8015		
1054		1706		18		11011		
1055		1708		15		13015		
1056		1709		40		15019		
1057		1710		33		17023		
1058		1712		5		22023		
1059		1715		5		24027		
1060		1716		26		26031		
1061		1718		30		28035		
1062		1719		42		4007		
1063		1720		13		6011		
1064		1722		39		8015		
1065		1723		20		10009		
1066		1726		37		15019		
1067		1728		21		170023		
1068		1729		7		20019		
1069		1730		45		22023		
1070		1732		11		25029		
1071		1733		50		27033		
1072		1734		15		20003		
1073		1738		16		5009		
1074		1739		15		10009		
1075		1740		27		12013		
1076		1742		37		14017		
1077		1743		34		16021		
1078		1744		40		19027		
1079		1746		20		21021		
1080		1749		36		23025		
1081		1750		3		25029		
1082		1752		22		3005		
1083		1753		44		5009		
1084		1754		41		7013		
1085		1756		40		9017		
1086		1757		10		12013		
1087		1760		32		14017		
1088		1762		24		16021		
1089		1763		15		18025		
1090		1764		36		23025		
1091		1766		49		25029		
1092		1767		46		7013		
1093		1768		28		90017		
1094		1772		14		13015		
1095		1773		34		15019		
1096		1774		49		17023		
1097		1776		50		19027		
1098		1777		6		24027		
1099		1778		6		26031		
1100		1780		44		28035		
1101		1783		19		30029		
1102		1784		7		6011		
1103		1786		11		8015		
1104		1787		34		10009		
1105		1788		24		12013		
1106		1790		37		17023		
1107		1791		22		19027		
1108		1794		9		210021		
1109		1796		28		24027		
1110		1797		41		27033		
1111		1798		46		29037		
1112		1800		32		4007		
1113		1801		12		6011		
1114		1802		41		110011		
1115		1806		24		14017		
1116		1807		1		16021		
1117		1808		1		18025		
1118		1810		5		21021		
1119		1811		26		23025		
1120		1812		15		25029		
1121		1814		43		27033		
1122		1817		25		5009		
1123		1818		10		7013		
1124		1820		20		9017		
1125		1821		40		11011		
1126		1822		45		14017		
1127		1824		20		16021		
1128		1825		39		18025		
1129		1828		2		20019		
1130		1830		27		25029		
1131		1831		34		27033		
1132		1832		20		2003		
1133		1834		34		4007		
1134		1835		44		7013		
1135		1836		5		90017		
1136		1840		7		12013		
1137		1841		32		14017		
1138		1842		26		19027		
1139		1844		17		21021		
1140		1845		12		23025		
1141		1846		18		25029		
1142		1848		13		1001		
1143		1851		43		3005		
1144		1852		30		5009		
1145		1854		3		7013		
1146		1855		19		12013		
1147		1856		32		14017		
1148		1858		3		16021		
1149		1859		25		180025		
1150		1862		8		22023		
1151		1864		19		24027		
1152		1865		17		6011		
1153		1866		34		8015		
1154		1868		28		13015		
1155		1869		38		15019		
1156		1870		23		170023		
1157		1874		24		20019		
1158		1875		8		23025		
1159		1876		13		25029		
1160		1878		26		27033		
1161		1879		34		29037		
1162		1880		48		7013		
1163		1882		47		9017		
1164		1885		19		11011		
1165		1886		42		13015		
1166		1888		4		16021		
1167		1889		27		18025		
1168		1890		25		20019		
1169		1892		31		22023		
1170		1893		44		27033		
1171		1896		36		29037		
1172		1898		49		4007		
1173		1899		6		6011		
1174		1900		31		9017		
1175		1902		30		11011		
1176		1903		10		13015		
1177		1904		49		150019		
1178		1908		11		21021		
1179		1909		13		23025		
1180		1910		25		25029		
1181		1912		20		27033		
1182		1913		31		3005		
1183		1914		42		5009		
1184		1916		3		7013		
1185		1919		11		9017		
1186		1920		31		14017		
1187		1922		27		16021		
1188		1923		34		18025		
1189		1924		40		20019		
1190		1926		41		230025		
1191		1927		9		26031		
1192		1930		24		1001		
1193		1932		39		3005		
1194		1933		8		8015		
1195		1934		44		10009		
1196		1936		32		12013		
1197		1937		11		14017		
1198		1938		21		170023		
1199		1942		6		20019		
1200		1943		41		22023		
1201		1944		14		24027		
1202		1946		42		2003		
1203		1947		39		4007		
1204		1948		21		6011		
1205		1950		22		8015		
1206		1953		18		11011		
1207		1954		30		13015		
1208		1956		22		15019		
1209		1957		31		17023		
1210		1958		44		22023		
1211		1960		46		24027		
1212		1961		50		6011		
1213		1964		25		8015		
1214		1966		39		11011		
1215		1967		5		13015		
1216		1968		37		15019		
1217		1970		20		17023		
1218		1971		33		22023		
1219		1972		20		240027		
1220		1976		11		27033		
1221		1977		24		29037		
1222		1978		31		5009		
1223		1980		34		7013		
1224		1981		14		9017		
1225		1982		38		11011		
1226		1984		30		16021		
1227		1987		45		18025		
1228		1988		50		20019		
1229		1990		50		22023		
1230		1991		2		25029		
1231		1992		40		270033		
1232		1994		15		3005		
1233		1995		43		5009		
1234		1998		31		10009		
1235		2000		37		12013		
1236		2001		16		14017		
1237		2002		50		16021		
1238		2004		16		19027		
1239		2005		37		21021		
1240		2006		32		230025		
1241		2010		12		26031		
1242		2011		35		4007		
1243		2012		34		6011		
1244		2014		38		8015		
1245		2015		23		10009		
1246		2016		38		13015		
1247		2018		24		15019		
1248		2021		44		17023		
1249		2022		20		19027		
1250		2024		43		24027		
1251		2025		5		26031		
1252		2026		45		1001		
1253		2028		25		3005		
1254		2029		40		6011		
1255		2032		10		8015		
1256		2034		14		10009		
1257		2035		19		12013		
1258		2036		4		17023		
1259		2038		13		19027		
1260		2039		20		21021		
1261		2040		6		230025		
1262		2044		5		7013		
1263		2045		34		9017		
1264		2046		50		11011		
1265		2048		35		13015		
1266		2049		20		18025		
1267		2050		16		20019		
1268		2052		36		22023		
1269		2055		38		24027		
1270		2056		4		27033		
1271		2058		20		29037		
1272		2059		1		40007		
1273		2060		38		7013		
1274		2062		3		12013		
1275		2063		38		14017		
1276		2066		13		16021		
1277		2068		40		18025		
1278		2069		11		21021		
1279		2070		6		23025		
1280		2072		11		25029		
1281		2073		5		27033		
1282		2074		12		50009		
1283		2078		8		8015		
1284		2079		30		10009		
1285		2080		4		12013		
1286		2082		17		15019		
1287		2083		43		17023		
1288		2084		22		19027		
1289		2086		23		21021		
1290		2089		6		26031		
1291		2090		44		28035		
1292		2092		30		3005		
1293		2093		12		5009		
1294		2094		29		8015		
1295		2096		29		10009		
